tx_id,user_id,merchant_id,tx_timestamp,amount,channel,status,device_id,injected_scenario
T0004634,U00279,M0002,2026-01-24 09:45:12,2689.89,card_present,approved,D01068,normal
T0004635,U00089,M0041,2026-01-24 09:52:05,591.65,card_present,approved,D01136,normal
T0004636,U00696,M0099,2026-01-24 09:53:43,11752.35,card_present,approved,D00644,normal
T0004637,U00366,M0116,2026-01-24 10:08:08,30064.31,online,approved,D00387,normal
T0004638,U00563,M0104,2026-01-24 10:10:07,648.03,card_present,approved,D00733,normal
T0004639,U00798,M0081,2026-01-24 10:12:12,2206.94,card_present,approved,D00169,normal
T0004640,U00488,M0079,2026-01-24 10:12:26,662.26,card_present,approved,D00391,normal
T0004641,U00179,M0118,2026-01-24 10:15:10,567.26,card_present,approved,D00435,normal
T0004642,U00501,M0069,2026-01-24 10:17:31,647.32,card_present,approved,D00745,normal
T0004643,U00565,M0031,2026-01-24 10:29:52,3434.13,online,approved,D01190,normal
T0004644,U00222,M0110,2026-01-24 10:30:10,31202.21,card_present,approved,D01491,normal
T0004645,U00613,M0020,2026-01-24 10:34:54,1388.38,online,approved,D00652,normal
T0004646,U00237,M0049,2026-01-24 10:35:53,2208.24,online,approved,D01565,normal
T0004647,U00559,M0091,2026-01-24 10:37:53,4433.51,card_present,approved,D01058,normal
T0004648,U00649,M0075,2026-01-24 10:38:58,1749.89,card_present,approved,D00405,normal
T0004649,U00707,M0068,2026-01-24 10:39:56,564.94,card_present,approved,D01051,normal
T0004650,U00328,M0067,2026-01-24 10:40:41,4782.97,card_present,approved,D00547,normal
T0004651,U00117,M0041,2026-01-24 10:43:53,3362.46,card_present,approved,D01356,normal
T0004652,U00341,M0049,2026-01-24 10:43:56,2014.65,card_present,approved,D00118,normal
T0004653,U00720,M0024,2026-01-24 10:46:54,9945.25,online,approved,D00213,normal
T0004654,U00568,M0067,2026-01-24 10:53:57,8341.73,card_present,approved,D00007,normal
T0004655,U00658,M0098,2026-01-24 10:58:14,1696.65,card_present,approved,D00863,normal
T0004656,U00510,M0034,2026-01-24 10:58:36,531.2,mobile,approved,D00588,normal
T0004657,U00366,M0020,2026-01-24 11:00:57,705.91,mobile,approved,D00460,normal
T0004658,U00578,M0028,2026-01-24 11:04:12,2489.85,card_present,approved,D00248,normal
T0004659,U00645,M0054,2026-01-24 11:10:56,1695.45,online,approved,D00312,normal
T0004660,U00737,M0059,2026-01-24 11:25:57,28955.94,online,approved,D00581,normal
T0004661,U00508,M0073,2026-01-24 11:32:18,13674.66,online,approved,D00003,normal
T0004662,U00222,M0048,2026-01-24 11:34:26,3743.93,online,approved,D00172,normal
T0004663,U00296,M0104,2026-01-24 11:42:23,1678.37,card_present,approved,D00112,normal
T0004664,U00550,M0104,2026-01-24 11:43:45,2106.4,mobile,approved,D00575,normal
T0004665,U00378,M0040,2026-01-24 12:05:12,31932.23,card_present,approved,D01047,normal
T0004666,U00393,M0114,2026-01-24 12:09:27,7490.38,online,approved,D01489,normal
T0004667,U00490,M0008,2026-01-24 12:10:34,795.85,card_present,approved,D00205,normal
T0004668,U00089,M0106,2026-01-24 12:20:18,4409.92,online,approved,D01437,normal
T0004669,U00505,M0022,2026-01-24 12:33:20,3060.0,card_present,approved,D00073,normal
T0004670,U00790,M0067,2026-01-24 12:39:59,15766.02,online,approved,D00606,normal
T0004671,U00298,M0089,2026-01-24 12:50:42,2238.81,card_present,approved,D00276,normal
T0004672,U00136,M0108,2026-01-24 12:52:42,17959.25,card_present,approved,D00960,normal
T0004673,U00111,M0078,2026-01-24 13:04:44,1869.24,online,declined,D01027,normal
T0004674,U00278,M0081,2026-01-24 13:09:03,4044.12,online,approved,D00326,normal
T0004675,U00784,M0116,2026-01-24 13:10:13,12382.08,online,approved,D00991,normal
T0004676,U00517,M0111,2026-01-24 13:13:35,3626.56,online,approved,D00952,normal
T0004677,U00006,M0020,2026-01-24 13:16:32,836.13,card_present,approved,D00398,normal
T0004678,U00255,M0012,2026-01-24 13:28:06,1277.91,card_present,approved,D00338,normal
T0004679,U00073,M0104,2026-01-24 13:30:38,1107.22,mobile,approved,D00166,normal
T0004680,U00254,M0110,2026-01-24 13:37:30,43371.0,online,approved,D00893,normal
T0004681,U00482,M0034,2026-01-24 13:49:18,859.23,card_present,approved,D01300,normal
T0004682,U00553,M0010,2026-01-24 13:51:12,6705.87,mobile,approved,D01059,normal
T0004683,U00260,M0036,2026-01-24 13:53:41,281.61,online,approved,D00835,normal
T0004684,U00415,M0088,2026-01-24 14:00:34,14351.84,online,approved,D00301,normal
T0004685,U00217,M0021,2026-01-24 14:06:33,965.48,card_present,approved,D00297,normal
T0004686,U00551,M0051,2026-01-24 14:22:59,2460.03,mobile,approved,D00181,normal
T0004687,U00543,M0049,2026-01-24 14:23:16,1614.61,card_present,approved,D00558,normal
T0004688,U00017,M0108,2026-01-24 14:29:05,16120.18,online,approved,D00451,normal
T0004689,U00606,M0063,2026-01-24 14:30:25,2292.78,card_present,approved,D00664,normal
T0004690,U00676,M0093,2026-01-24 14:32:38,1343.38,card_present,approved,D00459,normal
T0004691,U00403,M0079,2026-01-24 14:35:51,6017.08,card_present,approved,D00302,normal
T0004692,U00627,M0070,2026-01-24 14:42:14,5064.01,card_present,approved,D00318,normal
T0004693,U00122,M0042,2026-01-24 14:51:49,15201.09,online,approved,D00391,normal
T0004694,U00210,M0025,2026-01-24 15:08:15,2012.42,mobile,approved,D01082,normal
T0004695,U00244,M0108,2026-01-24 15:10:24,40305.78,online,approved,D01355,normal
T0004696,U00677,M0030,2026-01-24 15:17:10,2354.29,card_present,approved,D01234,normal
T0004697,U00003,M0115,2026-01-24 15:17:24,1126.76,card_present,approved,D01146,normal
T0004698,U00530,M0102,2026-01-24 15:21:40,392.04,card_present,approved,D01007,normal
T0004699,U00630,M0017,2026-01-24 15:25:10,917.65,online,approved,D00158,normal
T0004700,U00474,M0083,2026-01-24 15:33:01,1751.89,online,approved,D00008,normal
T0004701,U00409,M0102,2026-01-24 15:33:45,1720.95,card_present,approved,D00251,normal
T0004702,U00617,M0088,2026-01-24 15:36:57,15513.88,online,approved,D01443,normal
T0004703,U00182,M0036,2026-01-24 15:40:56,1164.0,online,approved,D01071,normal
T0004704,U00382,M0052,2026-01-24 15:45:57,2892.03,card_present,approved,D00931,normal
T0004705,U00503,M0097,2026-01-24 15:48:47,46202.21,online,approved,D00115,normal
T0004706,U00414,M0056,2026-01-24 15:57:28,4547.29,card_present,declined,D01480,normal
T0004707,U00528,M0069,2026-01-24 16:16:15,998.39,online,approved,D00447,normal
T0004708,U00584,M0099,2026-01-24 16:16:47,7461.0,online,approved,D00386,normal
T0004709,U00022,M0086,2026-01-24 16:20:34,24408.95,card_present,approved,D01114,normal
T0004710,U00393,M0030,2026-01-24 16:41:40,2488.1,card_present,approved,D00921,normal
T0004711,U00435,M0031,2026-01-24 16:42:01,2976.78,mobile,approved,D00606,normal
T0004712,U00275,M0049,2026-01-24 16:53:24,2504.37,online,approved,D00376,normal
T0004713,U00639,M0091,2026-01-24 16:56:02,8874.16,card_present,approved,D00838,normal
T0004714,U00301,M0036,2026-01-24 17:01:13,746.24,card_present,approved,D00053,normal
T0004715,U00395,M0066,2026-01-24 17:11:30,2973.4,mobile,approved,D00898,normal
T0004716,U00379,M0031,2026-01-24 17:21:31,3761.5,card_present,approved,D00313,normal
T0004717,U00084,M0062,2026-01-24 17:23:57,1469.23,card_present,approved,D00237,normal
T0004718,U00230,M0084,2026-01-24 17:30:34,1036.29,card_present,approved,D01357,normal
T0004719,U00373,M0030,2026-01-24 17:43:33,2812.01,mobile,approved,D01225,normal
T0004720,U00380,M0038,2026-01-24 17:44:18,3481.01,card_present,approved,D00371,normal
T0004721,U00095,M0032,2026-01-24 17:45:11,2660.49,card_present,approved,D00206,normal
T0004722,U00747,M0016,2026-01-24 17:54:52,3438.35,card_present,approved,D00330,normal
T0004723,U00554,M0102,2026-01-24 17:56:04,1169.05,card_present,approved,D00289,normal
T0004724,U00723,M0079,2026-01-24 17:56:56,1557.16,card_present,approved,D01282,normal
T0004725,U00696,M0027,2026-01-24 17:59:41,5007.81,card_present,approved,D01091,normal
T0004726,U00123,M0087,2026-01-24 18:04:44,2410.24,online,approved,D00929,normal
T0004727,U00450,M0056,2026-01-24 18:05:26,3956.95,online,approved,D00123,normal
T0004728,U00632,M0096,2026-01-24 18:08:39,758.84,online,approved,D00786,normal
T0004729,U00031,M0049,2026-01-24 18:10:01,1645.27,card_present,approved,D00033,normal
T0004730,U00221,M0015,2026-01-24 18:10:35,827.23,card_present,approved,D00663,normal
T0004731,U00598,M0080,2026-01-24 18:20:23,1407.34,card_present,approved,D00256,normal
T0004732,U00460,M0008,2026-01-24 18:22:25,1502.04,online,approved,D00503,normal
T0004733,U00175,M0016,2026-01-24 18:23:13,1194.62,online,approved,D01201,normal
T0004734,U00315,M0068,2026-01-24 18:26:15,2139.29,card_present,approved,D00746,normal
T0004735,U00130,M0036,2026-01-24 18:34:12,943.98,card_present,approved,D01519,normal
T0004736,U00410,M0105,2026-01-24 18:36:59,6687.59,card_present,approved,D01503,normal
T0004737,U00169,M0077,2026-01-24 18:44:46,1345.49,card_present,approved,D01307,normal
T0004738,U00314,M0071,2026-01-24 18:47:23,1366.9,online,approved,D01171,normal
T0004739,U00407,M0022,2026-01-24 18:53:15,639.7,card_present,approved,D00329,normal
T0004740,U00557,M0031,2026-01-24 18:57:13,1223.82,card_present,approved,D01283,normal
T0004741,U00144,M0101,2026-01-24 18:59:58,1548.28,card_present,approved,D00266,normal
T0004742,U00245,M0088,2026-01-24 19:02:53,6272.36,card_present,approved,D00978,normal
T0004743,U00566,M0037,2026-01-24 19:04:30,673.21,card_present,approved,D00928,normal
T0004744,U00764,M0061,2026-01-24 19:06:14,445.51,card_present,approved,D01591,normal
T0004745,U00481,M0031,2026-01-24 19:07:13,4352.16,mobile,approved,D00703,normal
T0004746,U00427,M0027,2026-01-24 19:12:34,903.22,online,approved,D00011,normal
T0004747,U00748,M0111,2026-01-24 19:23:21,7086.71,card_present,approved,D00491,normal
T0004748,U00330,M0035,2026-01-24 19:36:10,1585.81,card_present,approved,D00589,normal
T0004749,U00772,M0087,2026-01-24 19:38:08,1008.61,mobile,approved,D00814,normal
T0004750,U00579,M0057,2026-01-24 19:46:02,3536.8,online,declined,D00565,normal
T0004751,U00024,M0090,2026-01-24 19:49:28,18627.2,online,declined,D00471,normal
T0004752,U00309,M0087,2026-01-24 19:50:11,1632.96,card_present,approved,D01494,normal
T0004753,U00250,M0102,2026-01-24 19:50:41,1182.22,online,approved,D00607,normal
T0004754,U00461,M0030,2026-01-24 19:50:59,1417.6,online,approved,D00218,normal
T0004755,U00110,M0074,2026-01-24 19:51:04,4315.12,card_present,approved,D00277,normal
T0004756,U00645,M0116,2026-01-24 19:53:00,45630.84,card_present,approved,D01327,normal
T0004757,U00088,M0053,2026-01-24 20:00:10,1584.72,mobile,approved,D00841,normal
T0004758,U00371,M0049,2026-01-24 20:06:39,2020.54,mobile,approved,D00472,normal
T0004759,U00460,M0035,2026-01-24 20:12:48,1221.8,card_present,approved,D00327,normal
T0004760,U00494,M0103,2026-01-24 20:21:47,2472.36,online,approved,D01045,normal
T0004761,U00422,M0106,2026-01-24 20:28:33,4461.34,card_present,approved,D00258,normal
T0004762,U00667,M0049,2026-01-24 20:38:54,1121.78,card_present,approved,D00172,normal
T0004763,U00183,M0043,2026-01-24 20:41:29,1494.6,card_present,approved,D00964,normal
T0004764,U00387,M0058,2026-01-24 20:44:33,709.93,card_present,approved,D01207,normal
T0004765,U00122,M0060,2026-01-24 20:45:09,1044.15,card_present,approved,D00235,normal
T0004766,U00703,M0007,2026-01-24 20:51:49,6276.22,mobile,approved,D00125,normal
T0004767,U00192,M0009,2026-01-24 20:59:01,1317.83,card_present,declined,D00771,normal
T0004768,U00389,M0066,2026-01-24 21:06:02,5223.52,card_present,approved,D01411,normal
T0004769,U00654,M0081,2026-01-24 21:18:25,3570.83,card_present,approved,D01274,normal
T0004770,U00110,M0109,2026-01-24 21:21:57,35821.55,online,approved,D00883,normal
T0004771,U00263,M0091,2026-01-24 21:23:02,2173.26,card_present,approved,D00023,normal
T0004772,U00707,M0031,2026-01-24 21:26:56,1723.18,card_present,approved,D01000,normal
T0004773,U00109,M0054,2026-01-24 21:30:01,454.18,online,approved,D00584,normal
T0004774,U00088,M0114,2026-01-24 21:34:49,3340.59,card_present,approved,D00470,normal
T0004775,U00028,M0108,2026-01-24 21:44:38,17831.28,online,approved,D01243,normal
T0004776,U00540,M0116,2026-01-24 21:44:40,13717.57,card_present,approved,D00848,normal
T0004777,U00343,M0004,2026-01-24 21:45:27,7340.42,online,approved,D01240,normal
T0004778,U00109,M0035,2026-01-24 21:46:15,1401.23,card_present,approved,D00565,normal
T0004779,U00576,M0036,2026-01-24 21:47:15,1671.07,card_present,approved,D01296,normal
T0004780,U00578,M0024,2026-01-24 22:02:32,37957.18,online,approved,D01470,normal
T0004781,U00652,M0019,2026-01-24 22:08:06,1885.68,mobile,approved,D00836,normal
T0004782,U00664,M0064,2026-01-24 22:16:19,656.57,online,approved,D00174,normal
T0004783,U00438,M0024,2026-01-24 22:30:56,8773.29,card_present,approved,D00652,normal
T0004784,U00150,M0066,2026-01-24 22:33:50,4723.56,mobile,approved,D01166,normal
T0004785,U00752,M0035,2026-01-24 22:41:05,819.31,online,approved,D00175,normal
T0004786,U00214,M0111,2026-01-24 22:41:20,2900.43,card_present,approved,D01437,normal
T0004787,U00544,M0025,2026-01-24 22:46:23,1678.01,card_present,approved,D00401,normal
T0004788,U00412,M0085,2026-01-24 22:48:56,1108.86,card_present,approved,D00805,normal
T0004789,U00090,M0057,2026-01-24 22:52:50,1811.99,card_present,approved,D00378,normal
T0004790,U00642,M0120,2026-01-24 22:54:52,470.37,card_present,approved,D00772,normal
T0004791,U00203,M0105,2026-01-25 01:20:37,3719.28,card_present,approved,D00302,normal
T0004792,U00633,M0055,2026-01-25 01:31:14,2324.49,mobile,approved,D00895,normal
T0004793,U00696,M0079,2026-01-25 02:16:38,1740.08,card_present,approved,D00878,normal
T0004794,U00030,M0101,2026-01-25 02:21:10,630.25,card_present,approved,D00359,normal
T0004795,U00178,M0117,2026-01-25 02:36:40,1344.65,card_present,approved,D00983,normal
T0004796,U00346,M0055,2026-01-25 02:39:59,1568.44,card_present,approved,D01185,normal
T0004797,U00229,M0104,2026-01-25 02:46:05,1660.3,card_present,approved,D00123,normal
T0004798,U00457,M0082,2026-01-25 02:52:38,5294.48,card_present,approved,D00782,normal
T0004799,U00442,M0120,2026-01-25 03:00:36,2679.75,online,approved,D00445,normal
T0004800,U00439,M0067,2026-01-25 03:10:43,14280.97,card_present,approved,D00258,normal
T0004801,U00386,M0115,2026-01-25 03:37:29,1173.03,card_present,approved,D00474,normal
T0004802,U00224,M0077,2026-01-25 03:42:54,499.81,online,approved,D00309,normal
T0004803,U00697,M0038,2026-01-25 03:54:28,1169.61,card_present,approved,D00315,normal
T0004804,U00393,M0061,2026-01-25 04:04:46,1685.2,card_present,approved,D00521,normal
T0004805,U00747,M0103,2026-01-25 04:12:21,3231.79,online,approved,D00702,normal
T0004806,U00279,M0120,2026-01-25 04:18:22,1095.26,mobile,approved,D01338,normal
T0004807,U00565,M0039,2026-01-25 04:25:15,1428.29,online,approved,D01100,normal
T0004808,U00261,M0070,2026-01-25 04:36:13,3656.81,card_present,approved,D00424,normal
T0004809,U00718,M0068,2026-01-25 04:49:49,1183.8,card_present,approved,D00463,normal
T0004810,U00113,M0112,2026-01-25 05:00:32,5755.84,card_present,approved,D00109,normal
T0004811,U00529,M0099,2026-01-25 05:23:32,18205.8,card_present,approved,D00068,normal
T0004812,U00387,M0049,2026-01-25 05:28:05,3480.75,mobile,approved,D00563,normal
T0004813,U00179,M0044,2026-01-25 07:00:10,2214.33,online,approved,D00107,normal
T0004814,U00652,M0034,2026-01-25 07:04:14,715.16,card_present,approved,D01525,normal
T0004815,U00453,M0031,2026-01-25 07:06:47,1448.82,card_present,approved,D00572,normal
T0004816,U00713,M0071,2026-01-25 07:11:43,208.98,card_present,approved,D00909,normal
T0004817,U00440,M0099,2026-01-25 07:17:21,3989.69,card_present,approved,D00569,normal
T0004818,U00781,M0104,2026-01-25 07:22:23,1711.74,card_present,approved,D00189,normal
T0004819,U00544,M0079,2026-01-25 07:24:27,3456.74,online,approved,D01241,normal
T0004820,U00005,M0068,2026-01-25 07:29:35,1687.28,card_present,approved,D00006,normal
T0004821,U00149,M0030,2026-01-25 07:36:15,1480.77,online,approved,D00557,normal
T0004822,U00743,M0067,2026-01-25 07:40:49,5737.73,card_present,approved,D01512,normal
T0004823,U00616,M0065,2026-01-25 07:40:54,1350.96,card_present,approved,D00452,normal
T0004824,U00778,M0069,2026-01-25 07:48:26,2471.63,card_present,approved,D00476,normal
T0004825,U00583,M0024,2026-01-25 07:55:09,8105.59,card_present,approved,D00065,normal
T0004826,U00500,M0049,2026-01-25 07:55:50,3266.44,mobile,approved,D00650,normal
T0004827,U00403,M0114,2026-01-25 08:05:24,4775.34,card_present,approved,D00372,normal
T0004828,U00031,M0110,2026-01-25 08:06:36,33859.98,card_present,approved,D00161,normal
T0004829,U00755,M0035,2026-01-25 08:22:52,1235.14,card_present,approved,D00538,normal
T0004830,U00779,M0027,2026-01-25 08:30:12,5326.99,online,approved,D01565,normal
T0004831,U00321,M0008,2026-01-25 08:30:55,665.26,card_present,approved,D00458,normal
T0004832,U00573,M0103,2026-01-25 08:37:41,674.69,online,approved,D01374,normal
T0004833,U00169,M0104,2026-01-25 08:39:24,690.8,card_present,approved,D00946,normal
T0004834,U00005,M0037,2026-01-25 08:46:26,1115.32,card_present,approved,D00031,normal
T0004835,U00345,M0116,2026-01-25 08:46:53,22431.63,card_present,approved,D01569,normal
T0004836,U00695,M0031,2026-01-25 09:07:13,965.42,online,approved,D00167,normal
T0004837,U00756,M0016,2026-01-25 09:08:04,725.45,card_present,approved,D00396,normal
T0004838,U00425,M0119,2026-01-25 09:15:49,1375.15,card_present,approved,D00682,normal
T0004839,U00373,M0042,2026-01-25 09:30:46,3398.52,card_present,approved,D00049,normal
T0004840,U00076,M0035,2026-01-25 09:33:58,2345.41,card_present,approved,D01487,normal
T0004841,U00124,M0047,2026-01-25 09:35:19,2343.83,card_present,approved,D00648,normal
T0004842,U00733,M0073,2026-01-25 09:36:14,23140.26,card_present,approved,D01359,normal
T0004843,U00455,M0011,2026-01-25 09:45:57,1773.0,mobile,approved,D01311,normal
T0004844,U00138,M0070,2026-01-25 09:46:14,4885.13,online,approved,D00311,normal
T0004845,U00754,M0005,2026-01-25 09:48:40,913.05,online,approved,D01266,normal
T0004846,U00775,M0024,2026-01-25 09:48:46,7646.88,card_present,approved,D01553,normal
T0004847,U00017,M0004,2026-01-25 09:56:15,3738.34,card_present,approved,D01159,normal
T0004848,U00683,M0070,2026-01-25 09:56:20,11740.23,online,approved,D01234,normal
T0004849,U00514,M0097,2026-01-25 09:56:32,15939.84,card_present,approved,D00545,normal
T0004850,U00441,M0001,2026-01-25 09:57:33,1166.84,mobile,approved,D00790,normal
T0004851,U00701,M0091,2026-01-25 10:02:03,5206.25,card_present,approved,D00931,normal
T0004852,U00604,M0005,2026-01-25 10:02:40,1038.4,online,approved,D00186,normal
T0004853,U00089,M0034,2026-01-25 10:06:02,2276.28,card_present,approved,D01467,normal
T0004854,U00515,M0018,2026-01-25 10:08:48,3870.36,online,approved,D00855,normal
T0004855,U00517,M0033,2026-01-25 10:17:54,1065.98,card_present,approved,D00444,normal
T0004856,U00644,M0032,2026-01-25 10:21:45,3040.56,card_present,approved,D00194,normal
T0004857,U00442,M0030,2026-01-25 10:27:47,1914.92,online,approved,D00634,normal
T0004858,U00355,M0002,2026-01-25 10:28:39,1536.61,online,approved,D00399,normal
T0004859,U00515,M0034,2026-01-25 10:30:01,1150.61,mobile,declined,D01389,normal
T0004860,U00142,M0069,2026-01-25 10:39:21,1171.64,online,approved,D00630,normal
T0004861,U00706,M0113,2026-01-25 10:47:04,374.83,mobile,approved,D01401,normal
T0004862,U00389,M0106,2026-01-25 10:47:38,2578.65,card_present,approved,D01387,normal
T0004863,U00661,M0002,2026-01-25 10:54:34,1258.7,card_present,approved,D01406,normal
T0004864,U00790,M0068,2026-01-25 10:54:43,852.92,mobile,approved,D00866,normal
T0004865,U00216,M0050,2026-01-25 10:54:56,10182.34,online,approved,D01196,normal
T0004866,U00513,M0101,2026-01-25 11:08:58,2071.91,card_present,approved,D00863,normal
T0004867,U00299,M0051,2026-01-25 11:10:50,734.15,online,approved,D00559,normal
T0004868,U00287,M0108,2026-01-25 11:14:09,8531.77,mobile,approved,D01327,normal
T0004869,U00059,M0069,2026-01-25 11:14:45,1287.75,card_present,approved,D01218,normal
T0004870,U00562,M0018,2026-01-25 11:20:06,3124.81,online,approved,D00849,normal
T0004871,U00270,M0069,2026-01-25 11:29:59,959.12,card_present,approved,D00857,normal
T0004872,U00226,M0116,2026-01-25 11:34:00,8361.41,card_present,approved,D00989,normal
T0004873,U00480,M0027,2026-01-25 11:37:56,1523.28,card_present,approved,D01069,normal
T0004874,U00488,M0052,2026-01-25 11:45:08,1520.29,card_present,approved,D00439,normal
T0004875,U00069,M0116,2026-01-25 11:45:08,27652.12,online,approved,D01042,normal
T0004876,U00463,M0061,2026-01-25 11:50:18,2976.56,card_present,approved,D01513,normal
T0004877,U00407,M0039,2026-01-25 11:56:16,830.05,online,approved,D00364,normal
T0004878,U00447,M0008,2026-01-25 11:59:39,1244.55,card_present,approved,D00617,normal
T0004879,U00466,M0104,2026-01-25 12:11:29,2061.48,card_present,approved,D00944,normal
T0004880,U00782,M0103,2026-01-25 12:13:41,1402.81,online,approved,D00756,normal
T0004881,U00161,M0089,2026-01-25 12:16:28,4505.58,card_present,approved,D00125,normal
T0004882,U00336,M0091,2026-01-25 12:24:22,3991.64,online,approved,D00407,normal
T0004883,U00703,M0063,2026-01-25 12:33:11,252.38,mobile,approved,D01482,normal
T0004884,U00289,M0105,2026-01-25 12:35:42,4037.87,card_present,approved,D01550,normal
T0004885,U00050,M0002,2026-01-25 12:37:22,369.03,card_present,approved,D00012,normal
T0004886,U00554,M0031,2026-01-25 12:38:53,972.49,card_present,approved,D00413,normal
T0004887,U00340,M0024,2026-01-25 12:39:16,7939.99,mobile,approved,D01261,normal
T0004888,U00463,M0068,2026-01-25 12:45:29,1021.97,card_present,approved,D00806,normal
T0004889,U00200,M0064,2026-01-25 12:45:59,704.86,card_present,approved,D00823,normal
T0004890,U00737,M0036,2026-01-25 12:46:23,1004.34,online,declined,D01300,normal
T0004891,U00274,M0011,2026-01-25 12:53:45,1737.57,online,approved,D00043,normal
T0004892,U00258,M0049,2026-01-25 13:04:49,3799.67,card_present,approved,D00616,normal
T0004893,U00030,M0036,2026-01-25 13:09:40,678.94,online,approved,D00868,normal
T0004894,U00773,M0091,2026-01-25 13:13:01,5209.76,card_present,approved,D01060,normal
T0004895,U00228,M0095,2026-01-25 13:14:12,22698.91,online,approved,D00708,normal
T0004896,U00290,M0002,2026-01-25 13:36:07,930.13,card_present,approved,D00090,normal
T0004897,U00685,M0008,2026-01-25 13:44:00,1669.61,card_present,approved,D01570,normal
T0004898,U00202,M0024,2026-01-25 14:04:28,20999.67,online,approved,D01593,normal
T0004899,U00438,M0086,2026-01-25 14:08:44,8673.82,online,approved,D00488,normal
T0004900,U00708,M0088,2026-01-25 14:11:19,22061.14,card_present,approved,D01336,normal
T0004901,U00535,M0079,2026-01-25 14:18:23,1399.66,mobile,approved,D00775,normal
T0004902,U00483,M0030,2026-01-25 14:21:13,3629.11,card_present,approved,D00035,normal
T0004903,U00543,M0030,2026-01-25 14:22:14,1494.54,online,approved,D01590,normal
T0004904,U00511,M0034,2026-01-25 14:22:15,634.85,mobile,approved,D01297,normal
T0004905,U00002,M0036,2026-01-25 14:29:57,1000.95,online,approved,D01197,normal
T0004906,U00575,M0074,2026-01-25 14:31:03,845.41,card_present,approved,D01523,normal
T0004907,U00613,M0049,2026-01-25 14:34:42,1232.19,online,approved,D00079,normal
T0004908,U00074,M0017,2026-01-25 14:36:20,2682.67,card_present,approved,D01026,normal
T0004909,U00159,M0043,2026-01-25 14:40:58,2013.64,card_present,approved,D00641,normal
T0004910,U00183,M0099,2026-01-25 14:47:00,4264.91,mobile,approved,D01215,normal
T0004911,U00441,M0021,2026-01-25 14:57:20,4234.07,online,approved,D00097,normal
T0004912,U00666,M0024,2026-01-25 15:03:23,13962.9,card_present,approved,D01149,normal
T0004913,U00383,M0035,2026-01-25 15:23:33,2213.4,card_present,approved,D01329,normal
T0004914,U00125,M0112,2026-01-25 15:25:22,2440.35,card_present,approved,D01260,normal
T0004915,U00627,M0088,2026-01-25 15:25:44,8383.43,online,approved,D00304,normal
T0004916,U00307,M0110,2026-01-25 15:37:15,12053.44,online,approved,D00136,normal
T0004917,U00559,M0110,2026-01-25 15:38:08,23930.87,card_present,approved,D00064,normal
T0004918,U00795,M0049,2026-01-25 15:51:17,1102.35,card_present,declined,D00816,normal
T0004919,U00169,M0104,2026-01-25 15:51:40,529.88,card_present,approved,D00574,normal
T0004920,U00734,M0090,2026-01-25 15:54:11,13466.93,card_present,approved,D00202,normal
T0004921,U00674,M0068,2026-01-25 16:04:39,506.3,online,approved,D00459,normal
T0004922,U00556,M0097,2026-01-25 16:09:19,42401.33,card_present,approved,D00669,normal
T0004923,U00213,M0014,2026-01-25 16:11:53,2283.94,card_present,approved,D01196,normal
T0004924,U00712,M0089,2026-01-25 16:24:01,1905.72,card_present,approved,D01216,normal
T0004925,U00533,M0011,2026-01-25 16:34:59,3198.48,online,approved,D01250,normal
T0004926,U00149,M0067,2026-01-25 16:40:24,14308.49,mobile,approved,D00501,normal
T0004927,U00110,M0027,2026-01-25 16:44:45,673.69,card_present,approved,D01092,normal
T0004928,U00066,M0083,2026-01-25 16:45:28,407.75,card_present,approved,D00252,normal
T0004929,U00171,M0078,2026-01-25 16:46:32,2931.78,card_present,approved,D00163,normal
T0004930,U00304,M0049,2026-01-25 16:47:00,4415.81,mobile,approved,D00633,normal
T0004931,U00428,M0047,2026-01-25 16:57:55,1424.52,mobile,approved,D01348,normal
T0004932,U00583,M0109,2026-01-25 17:02:45,30210.15,card_present,approved,D00204,normal
T0004933,U00748,M0068,2026-01-25 17:12:04,2222.72,card_present,approved,D00398,normal
T0004934,U00404,M0120,2026-01-25 17:28:23,968.65,card_present,approved,D00048,normal
T0004935,U00679,M0031,2026-01-25 17:34:00,2252.33,card_present,approved,D00358,normal
T0004936,U00692,M0105,2026-01-25 17:36:40,2659.99,online,approved,D00264,normal
T0004937,U00322,M0070,2026-01-25 17:39:32,6075.04,card_present,approved,D01579,normal
T0004938,U00695,M0091,2026-01-25 17:46:54,3231.93,card_present,approved,D00270,normal
T0004939,U00198,M0087,2026-01-25 17:50:12,772.68,mobile,approved,D01308,normal
T0004940,U00430,M0032,2026-01-25 17:51:12,793.27,online,approved,D00742,normal
T0004941,U00186,M0057,2026-01-25 17:53:27,1338.27,card_present,approved,D00540,normal
T0004942,U00783,M0033,2026-01-25 17:54:03,1168.57,card_present,approved,D00929,normal
T0004943,U00680,M0102,2026-01-25 17:58:50,896.29,card_present,approved,D00103,normal
T0004944,U00196,M0041,2026-01-25 17:59:52,756.87,online,approved,D01310,normal
T0004945,U00139,M0074,2026-01-25 18:01:13,763.65,mobile,approved,D01206,normal
T0004946,U00659,M0065,2026-01-25 18:02:06,665.33,card_present,approved,D00972,normal
T0004947,U00621,M0006,2026-01-25 18:03:40,4809.67,online,approved,D00191,normal
T0004948,U00262,M0031,2026-01-25 18:04:06,1206.57,card_present,approved,D01273,normal
