user_id,segment,city,risk_profile,tx_count,distinct_merchants,active_days,total_amount,avg_ticket,night_tx_share,out_of_home_city_share,declined_share,max_daily_tx_count,max_daily_amount,peer_avg_total_amount,peer_avg_tx_count,peer_avg_ticket,total_amount_peer_ratio,tx_count_peer_ratio,avg_ticket_peer_ratio,amount_rank_in_peer_group
U00396,mass,Kazan,low,34,26,26,235253.11,7128.88,0.0294,0.8235,0.0294,4,57068.57,182876.49,29.96,6180.02,1.2864,1.1348,1.1535,11
U00048,mass,Saint Petersburg,low,31,26,23,184406.97,5948.61,0.0323,0.7742,0.0,3,35470.21,143356.01,26.6,5518.85,1.2864,1.1656,1.0779,19
U00575,student,Kazan,low,19,18,19,149655.67,7876.61,0.0526,0.8421,0.0,1,49940.47,116601.08,24.79,4777.09,1.2835,0.7666,1.6488,3
U00523,mass,Novosibirsk,low,21,20,18,178283.67,8489.7,0.0476,0.8571,0.0,2,75734.49,139021.02,23.56,6026.12,1.2824,0.8912,1.4088,8
U00780,mass,Saint Petersburg,low,36,29,31,183611.73,5100.33,0.1667,0.6389,0.0,3,87532.53,143356.01,26.6,5518.85,1.2808,1.3536,0.9242,20
U00504,student,Moscow,medium,22,20,22,136147.92,6188.54,0.0909,0.8636,0.0,1,54611.37,106510.34,24.3,4538.62,1.2783,0.9052,1.3635,13
U00297,mass,Moscow,low,20,18,17,182044.07,9581.27,0.1,0.7,0.05,2,95944.37,142662.88,25.04,5897.48,1.276,0.7988,1.6246,34
U00444,mass,Ekaterinburg,low,24,22,19,186731.3,8118.75,0.125,0.9167,0.0417,4,78442.71,146378.08,25.98,5887.31,1.2757,0.9237,1.379,14
U00028,mass,Nizhny Novgorod,low,28,25,26,197915.34,7068.4,0.1071,0.8571,0.0,2,115661.44,155156.27,25.39,6352.33,1.2756,1.1028,1.1127,12
U00248,affluent,Moscow,low,21,19,21,264546.14,12597.44,0.0952,0.7619,0.0,1,59136.55,207808.39,25.59,8288.05,1.273,0.8207,1.52,8
U00256,mass,Nizhny Novgorod,low,27,24,24,197326.99,7308.41,0.2222,0.8148,0.0,3,63866.44,155156.27,25.39,6352.33,1.2718,1.0634,1.1505,13
U00630,mass,Nizhny Novgorod,low,19,18,17,196665.17,10350.8,0.1579,0.8947,0.0,2,138387.61,155156.27,25.39,6352.33,1.2675,0.7483,1.6294,14
U00517,student,Saint Petersburg,low,33,26,27,172720.95,5397.53,0.0909,0.6667,0.0303,3,37311.71,136383.32,25.72,5531.12,1.2664,1.283,0.9758,6
U00096,student,Moscow,medium,25,23,18,134749.09,5389.96,0.2,0.6,0.0,3,77610.05,106510.34,24.3,4538.62,1.2651,1.0287,1.1876,14
U00779,small_business,Ekaterinburg,low,21,17,18,203614.49,10180.72,0.1429,0.9048,0.0476,3,76779.13,161080.7,25.86,6684.81,1.2641,0.8122,1.523,2
U00123,mass,Nizhny Novgorod,low,34,25,32,195661.71,5754.76,0.1176,0.9118,0.0,2,47008.91,155156.27,25.39,6352.33,1.2611,1.3391,0.9059,15
U00671,affluent,Kazan,medium,30,25,26,216378.22,7727.79,0.0333,0.7667,0.0667,2,51160.3,171655.52,23.71,7455.45,1.2605,1.2655,1.0365,4
U00132,affluent,Moscow,medium,26,25,24,260944.93,10437.8,0.0385,0.6923,0.0385,2,55617.3,207808.39,25.59,8288.05,1.2557,1.0161,1.2594,9
U00738,mass,Kazan,low,22,19,20,229568.35,10434.92,0.1364,0.9091,0.0,2,66288.01,182876.49,29.96,6180.02,1.2553,0.7343,1.6885,12
U00238,mass,Saint Petersburg,low,34,28,27,179300.45,5273.54,0.1176,0.7353,0.0,2,32889.91,143356.01,26.6,5518.85,1.2507,1.2784,0.9556,21
U00618,mass,Novosibirsk,low,32,24,28,173238.69,5588.34,0.0313,0.8438,0.0313,2,34159.14,139021.02,23.56,6026.12,1.2461,1.358,0.9274,9
U00706,student,Novosibirsk,low,23,18,19,156352.37,6797.93,0.087,0.9565,0.0,2,80040.46,125711.72,23.76,5359.12,1.2437,0.9678,1.2685,5
U00568,mass,Moscow,low,28,25,24,177291.74,6331.85,0.0714,0.8214,0.0,2,80749.86,142662.88,25.04,5897.48,1.2427,1.1183,1.0737,35
U00371,mass,Nizhny Novgorod,low,18,16,15,192583.49,10699.08,0.3333,1.0,0.0,2,147389.43,155156.27,25.39,6352.33,1.2412,0.7089,1.6843,16
U00639,affluent,Kazan,low,21,19,16,212994.27,10142.58,0.1429,0.8571,0.0,2,100051.47,171655.52,23.71,7455.45,1.2408,0.8859,1.3604,5
U00747,affluent,Saint Petersburg,medium,26,20,24,250246.7,10009.87,0.1154,0.7308,0.0385,2,59487.38,202805.33,27.35,7949.17,1.2339,0.9505,1.2592,6
U00330,affluent,Saint Petersburg,low,31,26,25,250092.05,8067.49,0.0645,0.6774,0.0,3,106628.5,202805.33,27.35,7949.17,1.2332,1.1333,1.0149,7
U00400,mass,Saint Petersburg,medium,28,22,23,176489.21,6303.19,0.0357,0.75,0.0,2,48771.76,143356.01,26.6,5518.85,1.2311,1.0528,1.1421,22
U00005,affluent,Saint Petersburg,low,25,24,18,249405.37,10391.89,0.08,0.84,0.04,3,82504.22,202805.33,27.35,7949.17,1.2298,0.914,1.3073,8
U00246,mass,Moscow,low,26,23,24,175364.98,6744.81,0.1538,0.7308,0.0,2,37895.36,142662.88,25.04,5897.48,1.2292,1.0385,1.1437,36
U00283,mass,Ekaterinburg,low,35,31,31,179631.37,5794.56,0.1143,0.9429,0.1143,3,74378.96,146378.08,25.98,5887.31,1.2272,1.3471,0.9842,15
U00251,mass,Moscow,medium,35,27,28,175077.49,5149.34,0.0857,0.8,0.0286,3,63599.06,142662.88,25.04,5897.48,1.2272,1.3979,0.8731,37
U00121,affluent,Saint Petersburg,medium,36,30,29,248053.09,7087.23,0.0278,0.75,0.0278,2,81846.15,202805.33,27.35,7949.17,1.2231,1.3161,0.8916,9
U00578,small_business,Kazan,low,28,26,22,304818.14,11723.77,0.1071,0.8571,0.0714,3,63663.09,249319.8,27.0,9480.66,1.2226,1.037,1.2366,2
U00017,mass,Moscow,low,31,28,26,172731.37,5571.98,0.0968,0.7742,0.0,2,50579.58,142662.88,25.04,5897.48,1.2108,1.2382,0.9448,38
U00022,small_business,Moscow,low,21,20,18,250930.78,12546.54,0.0952,0.5714,0.0476,2,62250.63,207264.78,23.38,9166.95,1.2107,0.8984,1.3687,5
U00030,student,Moscow,low,18,16,16,128894.56,7160.81,0.3333,0.8889,0.0,2,30994.74,106510.34,24.3,4538.62,1.2102,0.7406,1.5777,15
U00752,student,Saint Petersburg,low,31,22,26,164636.71,5487.89,0.0323,0.8065,0.0323,2,39581.34,136383.32,25.72,5531.12,1.2072,1.2053,0.9922,7
U00272,mass,Ekaterinburg,high,25,22,23,176284.45,7051.38,0.16,0.92,0.0,2,95594.35,146378.08,25.98,5887.31,1.2043,0.9622,1.1977,16
U00588,mass,Moscow,low,30,25,24,171594.9,5719.83,0.2,0.6667,0.0,2,45492.03,142662.88,25.04,5897.48,1.2028,1.1982,0.9699,39
U00799,mass,Kazan,low,33,26,28,219886.96,6871.47,0.1515,0.7576,0.0303,2,116298.02,182876.49,29.96,6180.02,1.2024,1.1014,1.1119,13
U00642,mass,Saint Petersburg,low,28,23,23,169817.0,6531.42,0.0357,0.7857,0.0714,3,73169.7,143356.01,26.6,5518.85,1.1846,1.0528,1.1835,23
U00762,mass,Moscow,medium,23,18,21,168500.19,7326.1,0.1304,0.8261,0.0,2,87653.01,142662.88,25.04,5897.48,1.1811,0.9186,1.2422,40
U00492,student,Ekaterinburg,low,35,29,32,122797.29,3611.69,0.0857,0.8857,0.0286,2,26794.74,104198.2,25.54,4223.63,1.1785,1.3705,0.8551,4
U00798,small_business,Saint Petersburg,high,22,20,21,262728.17,11942.19,0.0909,0.7273,0.0,2,53956.24,223901.1,25.6,9153.12,1.1734,0.8594,1.3047,6
U00266,affluent,Saint Petersburg,low,30,22,24,237795.05,11323.57,0.0667,0.8333,0.3,3,79763.87,202805.33,27.35,7949.17,1.1725,1.0968,1.4245,10
U00085,mass,Kazan,high,21,19,20,214199.95,10200.0,0.2381,0.8571,0.0,2,106578.85,182876.49,29.96,6180.02,1.1713,0.7009,1.6505,14
U00078,mass,Saint Petersburg,low,31,23,26,167558.21,5405.1,0.1613,0.8387,0.0,3,30305.74,143356.01,26.6,5518.85,1.1688,1.1656,0.9794,24
U00539,mass,Moscow,low,24,19,23,166071.12,6919.63,0.125,0.9167,0.0,2,76335.67,142662.88,25.04,5897.48,1.1641,0.9586,1.1733,41
U00407,mass,Moscow,low,27,22,26,166008.72,6148.47,0.1111,0.5926,0.0,2,46038.02,142662.88,25.04,5897.48,1.1636,1.0784,1.0426,42
U00737,mass,Ekaterinburg,low,27,24,23,169680.25,6526.16,0.037,0.8889,0.037,2,41964.51,146378.08,25.98,5887.31,1.1592,1.0392,1.1085,17
U00294,mass,Moscow,low,24,18,19,165371.89,7516.9,0.125,0.75,0.0833,3,34626.83,142662.88,25.04,5897.48,1.1592,0.9586,1.2746,43
U00306,mass,Saint Petersburg,low,25,23,20,166077.93,6919.91,0.16,0.76,0.04,3,59652.84,143356.01,26.6,5518.85,1.1585,0.94,1.2539,25
U00465,affluent,Saint Petersburg,low,24,20,22,234783.15,9782.63,0.125,0.7083,0.0,3,61687.07,202805.33,27.35,7949.17,1.1577,0.8774,1.2306,11
U00257,affluent,Saint Petersburg,low,29,23,21,233921.1,8066.24,0.0,0.7931,0.0,3,54335.11,202805.33,27.35,7949.17,1.1534,1.0602,1.0147,12
U00368,student,Moscow,low,21,17,20,122477.37,6123.87,0.0952,0.7143,0.0476,2,45910.72,106510.34,24.3,4538.62,1.1499,0.8641,1.3493,16
U00054,mass,Moscow,low,31,27,25,163919.43,5854.27,0.0645,0.6452,0.0968,3,59760.51,142662.88,25.04,5897.48,1.149,1.2382,0.9927,44
U00092,mass,Moscow,low,21,20,17,163797.96,7799.9,0.0476,0.6667,0.0,2,51311.22,142662.88,25.04,5897.48,1.1481,0.8388,1.3226,45
U00243,mass,Kazan,low,15,15,14,209692.25,13979.48,0.3333,0.8,0.0,2,162434.07,182876.49,29.96,6180.02,1.1466,0.5006,2.262,15
U00176,mass,Nizhny Novgorod,low,29,24,25,177545.1,6340.9,0.1034,0.931,0.0345,2,32223.91,155156.27,25.39,6352.33,1.1443,1.1422,0.9982,17
U00040,mass,Saint Petersburg,low,25,22,23,163881.94,6555.28,0.12,0.76,0.0,2,53961.76,143356.01,26.6,5518.85,1.1432,0.94,1.1878,26
U00108,student,Moscow,low,26,23,23,121735.22,4682.12,0.1154,0.7692,0.0,2,61862.72,106510.34,24.3,4538.62,1.1429,1.0698,1.0316,17
U00201,mass,Saint Petersburg,low,19,15,18,163332.14,8596.43,0.1579,0.8421,0.0,2,72829.18,143356.01,26.6,5518.85,1.1393,0.7144,1.5576,27
U00156,affluent,Ekaterinburg,low,23,20,21,226098.86,10277.22,0.1304,0.8261,0.0435,2,53139.47,198721.58,24.07,8367.25,1.1378,0.9555,1.2283,3
U00674,student,Moscow,medium,24,22,22,121175.33,5268.49,0.0417,0.5417,0.0417,2,28359.06,106510.34,24.3,4538.62,1.1377,0.9875,1.1608,18
U00383,affluent,Moscow,medium,33,29,28,235890.62,7148.2,0.0909,0.8485,0.0,3,90216.22,207808.39,25.59,8288.05,1.1351,1.2897,0.8625,10
U00079,mass,Moscow,low,22,19,17,161646.7,7347.58,0.1818,0.5909,0.0,3,40387.48,142662.88,25.04,5897.48,1.1331,0.8787,1.2459,46
U00007,mass,Nizhny Novgorod,medium,25,22,23,175721.58,7028.86,0.08,0.92,0.0,2,34271.2,155156.27,25.39,6352.33,1.1325,0.9846,1.1065,18
U00689,small_business,Moscow,high,27,24,23,234504.82,9019.42,0.1111,0.7037,0.037,2,45921.87,207264.78,23.38,9166.95,1.1314,1.1551,0.9839,6
U00180,small_business,Moscow,low,23,21,18,233890.19,10631.37,0.087,0.7826,0.0435,2,67176.99,207264.78,23.38,9166.95,1.1285,0.984,1.1597,7
U00538,student,Nizhny Novgorod,low,30,24,27,116264.38,4009.12,0.1,0.9667,0.0333,2,16537.13,103206.71,24.67,4276.55,1.1265,1.2162,0.9375,6
U00445,affluent,Ekaterinburg,low,25,22,20,223594.26,9721.49,0.04,0.96,0.08,4,76056.2,198721.58,24.07,8367.25,1.1252,1.0386,1.1619,4
U00254,student,Saint Petersburg,medium,30,28,27,153341.23,5679.3,0.1,0.8333,0.1,2,43371.0,136383.32,25.72,5531.12,1.1243,1.1664,1.0268,8
U00166,mass,Moscow,low,20,17,19,159954.09,8418.64,0.05,0.9,0.05,2,60263.61,142662.88,25.04,5897.48,1.1212,0.7988,1.4275,47
U00794,mass,Saint Petersburg,low,24,19,23,160719.75,6987.82,0.1667,0.625,0.0417,2,58436.12,143356.01,26.6,5518.85,1.1211,0.9024,1.2662,28
U00585,mass,Moscow,low,19,18,18,159876.02,8882.0,0.1579,0.7368,0.0526,2,65319.5,142662.88,25.04,5897.48,1.1207,0.7589,1.5061,48
U00228,mass,Moscow,low,24,20,20,159797.25,6947.71,0.2083,0.7917,0.0417,3,83449.83,142662.88,25.04,5897.48,1.1201,0.9586,1.1781,49
U00480,mass,Nizhny Novgorod,low,35,33,29,173459.97,5595.48,0.2,0.9143,0.1143,3,61788.01,155156.27,25.39,6352.33,1.118,1.3785,0.8809,19
U00664,mass,Moscow,medium,20,20,18,159230.83,7961.54,0.0,0.75,0.0,2,70935.2,142662.88,25.04,5897.48,1.1161,0.7988,1.35,50
U00355,affluent,Ekaterinburg,medium,25,21,24,221693.64,9237.24,0.2,0.92,0.04,2,92602.36,198721.58,24.07,8367.25,1.1156,1.0386,1.104,5
U00390,small_business,Novosibirsk,low,23,21,20,279132.25,12136.18,0.087,0.8696,0.0,2,49281.44,250631.71,23.11,10815.58,1.1137,0.9952,1.1221,3
U00546,student,Moscow,low,30,24,27,118341.15,3944.7,0.0667,0.7333,0.0,2,18777.57,106510.34,24.3,4538.62,1.1111,1.2344,0.8691,19
U00389,mass,Moscow,low,27,22,24,157922.0,6073.92,0.2222,0.7778,0.037,3,63021.63,142662.88,25.04,5897.48,1.107,1.0784,1.0299,51
U00717,mass,Moscow,low,25,23,21,157783.39,6311.34,0.12,0.72,0.0,2,51927.47,142662.88,25.04,5897.48,1.106,0.9985,1.0702,52
U00624,affluent,Kazan,low,26,19,23,189139.05,7274.58,0.1538,0.7692,0.0,4,42770.05,171655.52,23.71,7455.45,1.1019,1.0968,0.9757,6
U00525,small_business,Novosibirsk,medium,26,24,23,275299.2,11011.97,0.1154,0.7692,0.0385,2,99870.27,250631.71,23.11,10815.58,1.0984,1.125,1.0182,4
U00024,student,Moscow,low,28,22,24,116938.09,4331.04,0.0714,0.7143,0.0357,2,49289.54,106510.34,24.3,4538.62,1.0979,1.1521,0.9543,20
U00249,mass,Nizhny Novgorod,low,33,29,28,169982.32,5150.98,0.1212,0.9394,0.0,2,43934.3,155156.27,25.39,6352.33,1.0956,1.2997,0.8109,20
U00286,mass,Saint Petersburg,low,33,26,26,156906.87,4754.75,0.1212,0.6364,0.0,2,69584.72,143356.01,26.6,5518.85,1.0945,1.2408,0.8615,29
U00124,small_business,Kazan,low,26,22,22,271968.25,10460.32,0.1154,0.7308,0.0,2,37937.75,249319.8,27.0,9480.66,1.0908,0.963,1.1033,3
U00359,affluent,Ekaterinburg,medium,30,26,26,216195.09,8315.2,0.1333,0.9667,0.1333,3,74796.9,198721.58,24.07,8367.25,1.0879,1.2463,0.9938,6
U00105,mass,Saint Petersburg,low,22,19,19,155648.1,7074.91,0.1364,0.7727,0.0,2,39126.8,143356.01,26.6,5518.85,1.0857,0.8272,1.282,30
U00684,mass,Saint Petersburg,low,31,26,27,155594.99,5019.19,0.129,0.871,0.0,2,22722.48,143356.01,26.6,5518.85,1.0854,1.1656,0.9095,31
U00237,student,Nizhny Novgorod,low,27,24,22,112003.51,4148.28,0.1111,0.6667,0.0,3,34117.26,103206.71,24.67,4276.55,1.0852,1.0946,0.97,7
U00122,affluent,Kazan,low,22,20,19,186247.52,8868.93,0.1364,0.8182,0.0455,2,52175.56,171655.52,23.71,7455.45,1.085,0.928,1.1896,7
U00213,mass,Moscow,high,31,29,24,154461.67,4982.63,0.129,0.6129,0.0,2,28969.66,142662.88,25.04,5897.48,1.0827,1.2382,0.8449,53
U00365,small_business,Moscow,medium,19,15,18,223528.54,11764.66,0.1579,0.8421,0.0,2,82921.97,207264.78,23.38,9166.95,1.0785,0.8128,1.2834,8
U00708,affluent,Saint Petersburg,low,21,20,19,218619.02,10930.95,0.2381,0.8095,0.0476,2,51985.98,202805.33,27.35,7949.17,1.078,0.7677,1.3751,13
U00503,affluent,Saint Petersburg,low,20,20,17,218239.99,11486.32,0.1,0.85,0.05,2,46202.21,202805.33,27.35,7949.17,1.0761,0.7312,1.445,14
U00688,mass,Nizhny Novgorod,low,23,22,20,166188.93,7225.61,0.1739,0.913,0.0,2,86396.14,155156.27,25.39,6352.33,1.0711,0.9059,1.1375,21
U00318,student,Saint Petersburg,low,29,25,24,145962.7,5033.2,0.0,0.8276,0.0,2,58833.61,136383.32,25.72,5531.12,1.0702,1.1275,0.91,9
U00058,student,Kazan,low,22,19,20,124766.54,5671.21,0.1364,0.8182,0.0,2,60364.53,116601.08,24.79,4777.09,1.07,0.8876,1.1872,4
U00590,affluent,Saint Petersburg,low,21,19,20,216892.87,10844.64,0.0476,0.7619,0.0476,2,75062.15,202805.33,27.35,7949.17,1.0695,0.7677,1.3642,15
U00037,student,Saint Petersburg,medium,25,24,20,145850.13,6077.09,0.12,0.84,0.04,3,81269.52,136383.32,25.72,5531.12,1.0694,0.972,1.0987,10
U00328,student,Moscow,low,31,26,28,113419.29,3658.69,0.0645,0.7419,0.0,2,45003.39,106510.34,24.3,4538.62,1.0649,1.2755,0.8061,21
U00063,mass,Nizhny Novgorod,low,21,18,21,165166.55,7865.07,0.0952,0.8095,0.0,1,57914.92,155156.27,25.39,6352.33,1.0645,0.8271,1.2381,22
U00471,student,Moscow,low,20,17,15,113323.24,5964.38,0.05,0.6,0.05,3,23535.45,106510.34,24.3,4538.62,1.064,0.8229,1.3141,22
U00626,affluent,Kazan,medium,29,23,27,182538.45,6294.43,0.1379,0.8621,0.0,2,81709.97,171655.52,23.71,7455.45,1.0634,1.2233,0.8443,8
U00467,student,Kazan,low,32,30,28,123663.57,3989.15,0.1563,0.8125,0.0313,2,28771.67,116601.08,24.79,4777.09,1.0606,1.2911,0.8351,5
U00206,student,Moscow,medium,25,18,21,112723.34,4508.93,0.2,0.6,0.0,2,45764.25,106510.34,24.3,4538.62,1.0583,1.0287,0.9935,23
U00449,mass,Moscow,high,23,20,21,150774.56,6555.42,0.0435,0.7391,0.0,2,68521.88,142662.88,25.04,5897.48,1.0569,0.9186,1.1116,54
U00307,mass,Moscow,low,24,22,21,150706.5,6279.44,0.0833,0.625,0.0,2,58870.9,142662.88,25.04,5897.48,1.0564,0.9586,1.0648,55
U00013,student,Moscow,low,27,26,24,112514.87,4167.22,0.1481,0.7407,0.0,3,33237.79,106510.34,24.3,4538.62,1.0564,1.1109,0.9182,24
U00325,affluent,Moscow,medium,28,23,27,218788.12,7813.86,0.0714,0.7857,0.0,2,52904.02,207808.39,25.59,8288.05,1.0528,1.0943,0.9428,11
U00580,mass,Kazan,medium,26,23,22,192276.18,7395.24,0.1538,0.9231,0.0,3,46577.78,182876.49,29.96,6180.02,1.0514,0.8678,1.1966,16
U00690,mass,Moscow,low,17,16,15,149944.57,9371.54,0.0,0.5882,0.0588,2,40813.45,142662.88,25.04,5897.48,1.051,0.679,1.5891,56
U00746,mass,Ekaterinburg,low,31,28,25,153824.39,5127.48,0.0323,1.0,0.0323,5,57336.99,146378.08,25.98,5887.31,1.0509,1.1931,0.8709,18
U00644,affluent,Ekaterinburg,medium,24,23,23,208819.48,8700.81,0.1667,0.9583,0.0,2,57381.43,198721.58,24.07,8367.25,1.0508,0.997,1.0399,7
U00450,affluent,Kazan,low,28,26,23,180295.02,6934.42,0.0357,0.8571,0.0714,2,42967.46,171655.52,23.71,7455.45,1.0503,1.1811,0.9301,9
U00651,mass,Nizhny Novgorod,low,18,16,17,162570.58,9031.7,0.1111,0.7778,0.0,2,61616.43,155156.27,25.39,6352.33,1.0478,0.7089,1.4218,23
U00352,mass,Ekaterinburg,high,23,22,19,152665.7,6637.64,0.0,0.8696,0.0,2,33803.88,146378.08,25.98,5887.31,1.043,0.8852,1.1274,19
U00211,student,Moscow,low,30,27,22,110717.01,3817.83,0.0667,0.6667,0.0333,2,23720.11,106510.34,24.3,4538.62,1.0395,1.2344,0.8412,25
U00741,student,Kazan,medium,24,20,22,121155.65,5267.64,0.125,0.8333,0.0417,2,59002.27,116601.08,24.79,4777.09,1.0391,0.9683,1.1027,6
U00381,mass,Novosibirsk,medium,23,17,19,144418.6,6279.07,0.1739,0.8696,0.0,2,79835.08,139021.02,23.56,6026.12,1.0388,0.9761,1.042,10
U00181,affluent,Nizhny Novgorod,low,26,24,23,217311.62,8358.14,0.0769,0.9231,0.0,2,40399.3,209612.39,30.13,7105.15,1.0367,0.8631,1.1764,4
U00160,small_business,Moscow,low,20,20,17,214870.78,11308.99,0.05,0.6,0.05,2,98127.36,207264.78,23.38,9166.95,1.0367,0.8556,1.2337,9
U00145,affluent,Moscow,low,31,23,25,215329.47,7425.15,0.0645,0.7419,0.0645,3,70704.03,207808.39,25.59,8288.05,1.0362,1.2115,0.8959,12
U00560,affluent,Ekaterinburg,medium,30,24,22,205091.06,7072.11,0.0333,0.8667,0.0333,2,44953.12,198721.58,24.07,8367.25,1.0321,1.2463,0.8452,8
U00258,mass,Saint Petersburg,low,32,29,26,147929.53,5101.02,0.1563,0.6563,0.0938,3,52730.82,143356.01,26.6,5518.85,1.0319,1.2032,0.9243,32
U00655,mass,Moscow,medium,25,24,22,146620.24,6109.18,0.0,0.68,0.04,2,45988.56,142662.88,25.04,5897.48,1.0277,0.9985,1.0359,57
U00139,mass,Kazan,medium,23,20,20,187554.31,8154.54,0.087,0.8261,0.0,2,88314.36,182876.49,29.96,6180.02,1.0256,0.7676,1.3195,17
U00217,mass,Nizhny Novgorod,low,25,22,22,159079.93,6628.33,0.12,0.88,0.04,2,46230.03,155156.27,25.39,6352.33,1.0253,0.9846,1.0434,24
U00012,mass,Novosibirsk,medium,22,21,21,142393.75,6472.44,0.1364,0.8182,0.0,2,52379.27,139021.02,23.56,6026.12,1.0243,0.9336,1.0741,11
U00623,mass,Moscow,medium,22,18,21,146081.35,6640.06,0.0455,0.5909,0.0,2,74064.51,142662.88,25.04,5897.48,1.024,0.8787,1.1259,58
U00302,student,Novosibirsk,low,29,25,22,128096.92,4417.14,0.0345,0.8966,0.0,4,34354.68,125711.72,23.76,5359.12,1.019,1.2203,0.8242,6
U00447,mass,Moscow,high,27,21,23,145133.55,5375.32,0.0741,0.6667,0.0,3,53472.48,142662.88,25.04,5897.48,1.0173,1.0784,0.9115,59
U00745,mass,Novosibirsk,medium,23,21,21,141215.02,6139.78,0.2174,0.8261,0.0,2,74512.45,139021.02,23.56,6026.12,1.0158,0.9761,1.0189,12
U00587,mass,Saint Petersburg,low,23,20,18,145432.77,6323.16,0.087,0.7826,0.0,2,75136.98,143356.01,26.6,5518.85,1.0145,0.8648,1.1457,33
U00749,student,Moscow,medium,22,19,19,107835.84,5135.04,0.1364,0.6818,0.0455,2,52238.5,106510.34,24.3,4538.62,1.0124,0.9052,1.1314,26
U00134,affluent,Moscow,low,28,23,25,209911.06,7774.48,0.0357,0.8571,0.0357,2,71342.21,207808.39,25.59,8288.05,1.0101,1.0943,0.938,13
U00019,mass,Ekaterinburg,medium,25,22,22,147844.23,5913.77,0.04,0.92,0.0,3,78546.39,146378.08,25.98,5887.31,1.01,0.9622,1.0045,20
U00154,mass,Moscow,medium,26,23,21,143761.04,5529.27,0.1154,0.7692,0.0,2,34063.36,142662.88,25.04,5897.48,1.0077,1.0385,0.9376,60
U00583,student,Novosibirsk,medium,21,16,18,126621.86,6029.61,0.1429,0.9048,0.0,2,46401.0,125711.72,23.76,5359.12,1.0072,0.8837,1.1251,7
U00220,student,Moscow,medium,28,22,23,107229.7,3971.47,0.0714,1.0,0.0357,3,33327.37,106510.34,24.3,4538.62,1.0068,1.1521,0.875,27
U00329,student,Moscow,low,27,25,22,106869.18,4274.77,0.037,0.6296,0.0741,2,58544.35,106510.34,24.3,4538.62,1.0034,1.1109,0.9419,28
U00508,mass,Saint Petersburg,low,26,20,23,143834.1,5532.08,0.1154,0.6538,0.0,3,71513.49,143356.01,26.6,5518.85,1.0033,0.9776,1.0024,34
U00126,small_business,Saint Petersburg,medium,20,18,17,224497.42,11224.87,0.05,0.75,0.0,2,61900.63,223901.1,25.6,9153.12,1.0027,0.7813,1.2263,7
U00075,student,Moscow,high,29,25,25,106334.82,3666.72,0.1034,0.6897,0.0,2,43392.12,106510.34,24.3,4538.62,0.9984,1.1932,0.8079,29
U00571,mass,Moscow,high,30,27,26,142318.63,4907.54,0.2,0.8667,0.0333,3,60746.81,142662.88,25.04,5897.48,0.9976,1.1982,0.8321,61
U00292,mass,Novosibirsk,low,25,20,21,138511.57,5540.46,0.12,0.68,0.0,2,49696.5,139021.02,23.56,6026.12,0.9963,1.0609,0.9194,13
U00377,student,Ekaterinburg,low,26,19,20,103748.46,3990.33,0.1538,0.8462,0.0,3,31830.39,104198.2,25.54,4223.63,0.9957,1.0181,0.9448,5
U00715,mass,Saint Petersburg,low,28,23,20,142622.73,5093.67,0.1071,0.6071,0.0,3,87188.28,143356.01,26.6,5518.85,0.9949,1.0528,0.923,35
U00440,mass,Kazan,low,21,17,21,181865.26,8660.25,0.0476,0.8571,0.0,1,89267.63,182876.49,29.96,6180.02,0.9945,0.7009,1.4013,18
U00426,mass,Ekaterinburg,medium,28,26,24,145164.98,5376.48,0.1429,0.9286,0.0357,3,56295.86,146378.08,25.98,5887.31,0.9917,1.0777,0.9132,21
U00009,student,Moscow,low,19,17,17,105589.41,5866.08,0.1053,0.6842,0.0526,3,42094.64,106510.34,24.3,4538.62,0.9914,0.7818,1.2925,30
U00488,mass,Moscow,low,26,21,23,141147.17,6136.83,0.0385,0.6923,0.1154,2,26539.83,142662.88,25.04,5897.48,0.9894,1.0385,1.0406,62
U00541,mass,Moscow,low,25,21,21,141128.23,5645.13,0.12,0.8,0.0,2,44867.79,142662.88,25.04,5897.48,0.9892,0.9985,0.9572,63
U00344,mass,Saint Petersburg,low,27,26,25,141576.69,5445.26,0.1111,0.7407,0.037,2,73365.27,143356.01,26.6,5518.85,0.9876,1.0152,0.9867,36
U00564,mass,Ekaterinburg,low,24,18,22,144307.76,6274.25,0.0833,0.9167,0.0417,2,28077.82,146378.08,25.98,5887.31,0.9859,0.9237,1.0657,22
U00548,small_business,Ekaterinburg,low,28,24,27,158455.37,6602.31,0.0357,0.9643,0.1429,2,24945.8,161080.7,25.86,6684.81,0.9837,1.0829,0.9877,3
U00347,mass,Saint Petersburg,low,25,22,20,141010.87,5640.43,0.08,0.84,0.0,2,39806.41,143356.01,26.6,5518.85,0.9836,0.94,1.022,37
U00463,affluent,Moscow,low,27,27,24,204194.16,7562.75,0.037,0.7778,0.0,2,43171.62,207808.39,25.59,8288.05,0.9826,1.0552,0.9125,14
U00370,mass,Moscow,low,25,24,22,140159.99,5840.0,0.16,0.68,0.04,2,44448.37,142662.88,25.04,5897.48,0.9825,0.9985,0.9903,64
U00070,affluent,Kazan,high,26,23,21,168424.93,7017.71,0.1538,0.8462,0.0769,2,21418.11,171655.52,23.71,7455.45,0.9812,1.0968,0.9413,10
